sentence1,sentence2,label
 It's ok to disagree with your spouse's parenting choices.,Especially if you share the children.,1
 It's ok to disagree with your spouse's parenting choices.,your spouse is a better parent than you are,0
 It's ok to disagree with your spouse's parenting choices.,you come from different backgrounds,1
 It's ok to disagree with your spouse's parenting choices.,You think they're not beating your child enough.,0
 It's ok to disagree with your spouse's parenting choices.,You're concerned that your child isn't getting enough to eat.,1
 It is wrong to fail to support your loved ones,They make more than you.,0
 It is wrong to fail to support your loved ones,You are the only wage earner.,1
 It is wrong to fail to support your loved ones,your loved ones don't support you.,0
 It is wrong to fail to support your loved ones,your loved ones support you when you need it.,1
 It is wrong to fail to support your loved ones,Your loved ones never take your advice anyway,0
 It is wrong to fail to support your loved ones,They count on you for support,1
 It is wrong to fail to support your loved ones,Your loved ones are doing harmful things that you need to stop.,0
 It is wrong to fail to support your loved ones,Your loved ones ask for your support and they are doing good things.,1
 It is wrong to fail to support your loved ones,They are asking you to support a harmful habit.,0
 It is wrong to fail to support your loved ones,They depend on your income to get by.,1
 It's bad to let emotions overcome you when you are sleep-deprived.,You are happy,0
 It's bad to let emotions overcome you when you are sleep-deprived.,You are getting angry,1
 It's bad to let emotions overcome you when you are sleep-deprived.,You are grieving the death of someone you care for and can't sleep.,0
 It's bad to let emotions overcome you when you are sleep-deprived.,You are a police officer.,1
 It's bad to let emotions overcome you when you are sleep-deprived.,There's been a serious accident.,0
 It's bad to let emotions overcome you when you are sleep-deprived.,You're not sure what's going on.,1
 It's bad to let emotions overcome you when you are sleep-deprived.,You are working long hours.,0
 It's bad to let emotions overcome you when you are sleep-deprived.,You are a doctor.,1
 It's bad to let emotions overcome you when you are sleep-deprived.,your emotions can keep you awake.,0
 It's bad to let emotions overcome you when you are sleep-deprived.,you can't control them.,1
 You should expect consequences if you hit someone.,you're hitting them in self-defense,0
 You should expect consequences if you hit someone.,you're victimizing other people,1
